age,sex,income_family,province,education,religious,marital_status,language_knowledge,employed
26,Male,"$75,000 to $99,999",Alberta,High school diploma,Yes,Single,English only,Yes
61,Female,"$75,000 to $99,999",Quebec,College or certificate,Yes,Has a partner,French only,No
52,Male,"$75,000 to $99,999",Ontario,Above bachelor,Yes,Single,English only,Yes
32,Male,"$75,000 to $99,999",Alberta,College or certificate,No,Has a partner,English only,Yes
80,Female,"$25,000 to $49,999",Quebec,High school diploma,Yes,Single,French only,No
71,Female,"Less than $25,000",Quebec,Less than high school,Yes,Single,Both English and French,No
63,Male,"$100,000 to $ 124,999",British Columbia,College or certificate,Yes,Has a partner,English only,Yes
26,Female,"$25,000 to $49,999",Quebec,College or certificate,Yes,Has a partner,French only,Yes
59,Male,"Less than $25,000",New Brunswick,Less than high school,Yes,Single,Both English and French,No
34,Male,"$125,000 and more",Alberta,Above bachelor,Yes,Has a partner,English only,Yes
40,Male,"$125,000 and more",Alberta,College or certificate,Yes,Has a partner,English only,Yes
39,Male,"$25,000 to $49,999",Alberta,College or certificate,Yes,Single,English only,Yes
43,Female,"$50,000 to $74,999",Ontario,Above bachelor,No,Single,Both English and French,Yes
53,Male,"$50,000 to $74,999",Ontario,High school diploma,Yes,Has a partner,Both English and French,No
21,Female,"$25,000 to $49,999",Alberta,High school diploma,Yes,Single,Both English and French,Yes
59,Male,"Less than $25,000",Ontario,College or certificate,Yes,Single,English only,Yes
62,Male,"$125,000 and more",Ontario,College or certificate,Yes,Has a partner,English only,No
58,Female,"$75,000 to $99,999",Ontario,Less than high school,Yes,Has a partner,English only,Yes
69,Male,"$50,000 to $74,999",Manitoba,Bachelor's degree,Yes,Has a partner,English only,Yes
63,Male,"$50,000 to $74,999",New Brunswick,College or certificate,Yes,Has a partner,English only,Yes
48,Female,"$125,000 and more",New Brunswick,Bachelor's degree,Yes,Has a partner,English only,Yes
60,Female,"$75,000 to $99,999",Nova Scotia,College or certificate,Yes,Has a partner,English only,Yes
41,Male,"$125,000 and more",Ontario,College or certificate,Yes,Has a partner,English only,Yes
44,Male,"$50,000 to $74,999",British Columbia,College or certificate,No,Has a partner,English only,Yes
72,Female,"Less than $25,000",Quebec,Less than high school,Yes,Single,French only,No
24,Female,"$125,000 and more",Ontario,Bachelor's degree,Yes,Single,English only,Yes
40,Female,"$125,000 and more",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes
46,Male,"Less than $25,000",New Brunswick,High school diploma,Yes,Has a partner,English only,Yes
37,Male,"$100,000 to $ 124,999",Nova Scotia,Bachelor's degree,No,Has a partner,English only,Yes
48,Female,"$50,000 to $74,999",Quebec,Bachelor's degree,Yes,Has a partner,French only,Yes
40,Female,"$50,000 to $74,999",Alberta,High school diploma,Yes,Has a partner,English only,Yes
32,Female,"$125,000 and more",British Columbia,College or certificate,Yes,Has a partner,English only,Yes
48,Male,"$75,000 to $99,999",Ontario,High school diploma,Yes,Has a partner,English only,Yes
58,Male,"$125,000 and more",Quebec,Above bachelor,Yes,Has a partner,Both English and French,Yes
80,Female,"Less than $25,000",Ontario,Less than high school,Yes,Single,English only,No
21,Male,"Less than $25,000",Ontario,College or certificate,No,Single,English only,Yes
61,Male,"$100,000 to $ 124,999",Ontario,High school diploma,No,Single,English only,Yes
54,Male,"$125,000 and more",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes
38,Male,"$50,000 to $74,999",Ontario,Bachelor's degree,No,Has a partner,English only,Yes
77,Male,"$50,000 to $74,999",Nova Scotia,High school diploma,Yes,Has a partner,Both English and French,No
73,Female,"$75,000 to $99,999",Manitoba,Less than high school,Yes,Has a partner,English only,No
70,Female,"$50,000 to $74,999",Ontario,College or certificate,Yes,Has a partner,English only,No
69,Female,"Less than $25,000",Saskatchewan,College or certificate,Yes,Single,English only,No
51,Male,"$75,000 to $99,999",Prince Edward Island,High school diploma,No,Has a partner,English only,Yes
37,Male,"$75,000 to $99,999",British Columbia,High school diploma,Yes,Has a partner,English only,Yes
36,Male,"$100,000 to $ 124,999",Quebec,Above bachelor,Yes,Single,English only,Yes
79,Female,"$50,000 to $74,999",Ontario,College or certificate,Yes,Single,English only,No
28,Female,"Less than $25,000",Ontario,College or certificate,No,Single,English only,Yes
80,Female,"$50,000 to $74,999",Newfoundland and Labrador,College or certificate,Yes,Single,English only,No
24,Male,"$25,000 to $49,999",Quebec,Less than high school,Yes,Single,Both English and French,Yes
61,Female,"Less than $25,000",British Columbia,Bachelor's degree,Yes,Single,English only,No
56,Male,"$125,000 and more",Alberta,College or certificate,Yes,Has a partner,Both English and French,Yes
40,Female,"Less than $25,000",British Columbia,Bachelor's degree,No,Has a partner,English only,Yes
56,Female,"$100,000 to $ 124,999",Quebec,Above bachelor,Yes,Single,Both English and French,Yes
60,Female,"$100,000 to $ 124,999",Quebec,High school diploma,No,Has a partner,French only,Yes
39,Female,"$125,000 and more",Alberta,College or certificate,Yes,Has a partner,Both English and French,Yes
61,Male,"$50,000 to $74,999",Prince Edward Island,College or certificate,Yes,Has a partner,English only,No
62,Male,"$125,000 and more",Ontario,College or certificate,Yes,Single,English only,Yes
32,Male,"$75,000 to $99,999",Alberta,Above bachelor,Yes,Has a partner,English only,Yes
41,Male,"$50,000 to $74,999",British Columbia,College or certificate,Yes,Single,English only,Yes
73,Male,"$50,000 to $74,999",Newfoundland and Labrador,College or certificate,Yes,Has a partner,English only,No
30,Female,"$25,000 to $49,999",Manitoba,College or certificate,No,Single,English only,Yes
20,Female,"$100,000 to $ 124,999",Manitoba,High school diploma,Yes,Single,English only,Yes
62,Female,"$25,000 to $49,999",British Columbia,Bachelor's degree,Yes,Single,English only,No
29,Female,"$25,000 to $49,999",Quebec,Less than high school,Yes,Single,French only,No
47,Female,"$125,000 and more",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes
37,Male,"$125,000 and more",Ontario,College or certificate,No,Has a partner,English only,Yes
22,Male,"$125,000 and more",Ontario,High school diploma,No,Has a partner,English only,Yes
80,Male,"$25,000 to $49,999",Ontario,Less than high school,Yes,Single,English only,No
48,Male,"$125,000 and more",Ontario,Above bachelor,Yes,Has a partner,English only,Yes
64,Female,"$50,000 to $74,999",Ontario,College or certificate,Yes,Single,English only,Yes
56,Male,"$50,000 to $74,999",Quebec,High school diploma,Yes,Has a partner,French only,Yes
38,Female,"$125,000 and more",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes
23,Male,"Less than $25,000",Ontario,High school diploma,Yes,Single,English only,Yes
51,Male,"$75,000 to $99,999",Ontario,Above bachelor,Yes,Single,English only,Yes
36,Female,"$25,000 to $49,999",Quebec,Less than high school,Yes,Has a partner,French only,Yes
56,Male,"$75,000 to $99,999",Alberta,Above bachelor,Yes,Has a partner,English only,Yes
60,Male,"Less than $25,000",Quebec,Above bachelor,Yes,Single,Both English and French,Yes
69,Male,"$25,000 to $49,999",Quebec,High school diploma,No,Has a partner,Both English and French,No
66,Female,"Less than $25,000",Ontario,High school diploma,Yes,Single,English only,No
21,Female,"Less than $25,000",Ontario,High school diploma,No,Single,English only,No
38,Male,"$100,000 to $ 124,999",Manitoba,Bachelor's degree,Yes,Has a partner,English only,Yes
80,Female,"Less than $25,000",Alberta,High school diploma,No,Single,English only,No
49,Male,"$75,000 to $99,999",Alberta,Above bachelor,Yes,Has a partner,English only,Yes
58,Male,"$50,000 to $74,999",New Brunswick,College or certificate,Yes,Single,Both English and French,No
50,Female,"$75,000 to $99,999",Nova Scotia,College or certificate,Yes,Has a partner,English only,Yes
68,Male,"$25,000 to $49,999",Quebec,Less than high school,Yes,Single,French only,No
77,Male,"$50,000 to $74,999",British Columbia,Above bachelor,Yes,Has a partner,English only,No
57,Male,"$25,000 to $49,999",Manitoba,Less than high school,Yes,Single,English only,Yes
78,Male,"$25,000 to $49,999",Quebec,College or certificate,Yes,Has a partner,French only,No
62,Female,"$50,000 to $74,999",Quebec,College or certificate,Yes,Has a partner,French only,Yes
72,Female,"$75,000 to $99,999",Ontario,College or certificate,Yes,Has a partner,English only,No
38,Female,"$50,000 to $74,999",Quebec,High school diploma,No,Single,Both English and French,Yes
80,Female,"Less than $25,000",Ontario,Less than high school,Yes,Single,English only,No
51,Male,"$75,000 to $99,999",Ontario,High school diploma,Yes,Single,English only,Yes
69,Male,"$25,000 to $49,999",Quebec,College or certificate,Yes,Has a partner,French only,No
67,Female,"$50,000 to $74,999",New Brunswick,College or certificate,Yes,Has a partner,English only,No
28,Female,"$100,000 to $ 124,999",British Columbia,College or certificate,No,Has a partner,English only,Yes
26,Female,"$50,000 to $74,999",British Columbia,Bachelor's degree,Yes,Single,English only,Yes
61,Female,"$50,000 to $74,999",New Brunswick,College or certificate,Yes,Has a partner,English only,Yes
32,Female,"$125,000 and more",Quebec,College or certificate,Yes,Has a partner,French only,Yes
47,Female,"$125,000 and more",British Columbia,College or certificate,Yes,Has a partner,English only,Yes
36,Male,"$125,000 and more",Ontario,College or certificate,Yes,Has a partner,Both English and French,Yes
52,Male,"$125,000 and more",New Brunswick,Above bachelor,Yes,Has a partner,Both English and French,Yes
58,Female,"$50,000 to $74,999",Ontario,Bachelor's degree,Yes,Single,English only,No
44,Female,"$25,000 to $49,999",Ontario,College or certificate,Yes,Single,English only,Yes
19,Male,"$100,000 to $ 124,999",Alberta,High school diploma,No,Single,English only,Yes
52,Female,"$25,000 to $49,999",Quebec,College or certificate,Yes,Single,French only,Yes
49,Female,"$50,000 to $74,999",Nova Scotia,Less than high school,Yes,Has a partner,Both English and French,Yes
55,Female,"$75,000 to $99,999",Prince Edward Island,Above bachelor,Yes,Single,English only,Yes
64,Male,"$75,000 to $99,999",Ontario,College or certificate,Yes,Has a partner,English only,Yes
31,Female,"$75,000 to $99,999",Quebec,Above bachelor,Yes,Has a partner,Both English and French,Yes
43,Female,"$100,000 to $ 124,999",British Columbia,Bachelor's degree,Yes,Single,English only,Yes
68,Male,"$25,000 to $49,999",New Brunswick,Less than high school,Yes,Has a partner,English only,No
76,Male,"Less than $25,000",British Columbia,College or certificate,No,Single,English only,No
20,Male,"$25,000 to $49,999",Ontario,High school diploma,Yes,Single,English only,Yes
56,Female,"$50,000 to $74,999",New Brunswick,High school diploma,Yes,Has a partner,English only,Yes
44,Female,"$100,000 to $ 124,999",Ontario,College or certificate,No,Has a partner,English only,Yes
36,Female,"$100,000 to $ 124,999",New Brunswick,College or certificate,No,Has a partner,English only,Yes
41,Male,"$25,000 to $49,999",Quebec,High school diploma,Yes,Single,Both English and French,Yes
69,Female,"$100,000 to $ 124,999",Ontario,High school diploma,Yes,Has a partner,English only,No
28,Male,"$125,000 and more",Quebec,College or certificate,Yes,Has a partner,French only,Yes
41,Male,"$125,000 and more",Nova Scotia,Above bachelor,Yes,Single,Both English and French,Yes
64,Male,"$100,000 to $ 124,999",Quebec,College or certificate,Yes,Has a partner,French only,Yes
52,Female,"$75,000 to $99,999",Alberta,College or certificate,Yes,Single,English only,Yes
75,Male,"$25,000 to $49,999",British Columbia,High school diploma,Yes,Has a partner,English only,No
80,Female,"Less than $25,000",Saskatchewan,Less than high school,Yes,Single,English only,No
29,Male,"$25,000 to $49,999",Quebec,High school diploma,No,Single,Both English and French,Yes
60,Female,"$50,000 to $74,999",Prince Edward Island,College or certificate,Yes,Single,English only,Yes
52,Female,"$125,000 and more",Newfoundland and Labrador,College or certificate,Yes,Has a partner,English only,Yes
80,Female,"Less than $25,000",Quebec,High school diploma,Yes,Single,Both English and French,No
80,Female,"$25,000 to $49,999",Ontario,Less than high school,Yes,Has a partner,English only,No
49,Female,"$125,000 and more",British Columbia,College or certificate,Yes,Has a partner,English only,Yes
52,Female,"Less than $25,000",British Columbia,College or certificate,No,Single,English only,Yes
54,Male,"$125,000 and more",Newfoundland and Labrador,High school diploma,Yes,Single,English only,No
59,Female,"Less than $25,000",Ontario,College or certificate,Yes,Single,English only,Yes
36,Female,"$50,000 to $74,999",Alberta,College or certificate,Yes,Has a partner,English only,No
70,Male,"$100,000 to $ 124,999",British Columbia,Bachelor's degree,Yes,Has a partner,English only,No
58,Male,"$125,000 and more",British Columbia,Above bachelor,No,Has a partner,English only,Yes
20,Male,"$25,000 to $49,999",Ontario,High school diploma,Yes,Single,English only,Yes
58,Male,"$25,000 to $49,999",Quebec,Bachelor's degree,Yes,Has a partner,Both English and French,Yes
59,Female,"$50,000 to $74,999",British Columbia,College or certificate,Yes,Has a partner,English only,Yes
80,Male,"Less than $25,000",Newfoundland and Labrador,Less than high school,Yes,Single,English only,No
79,Female,"Less than $25,000",Newfoundland and Labrador,College or certificate,Yes,Single,English only,No
58,Male,"$25,000 to $49,999",Ontario,High school diploma,No,Has a partner,English only,Yes
60,Female,"$125,000 and more",Nova Scotia,Above bachelor,Yes,Single,English only,Yes
58,Female,"$100,000 to $ 124,999",Nova Scotia,College or certificate,Yes,Has a partner,English only,Yes
18,Male,"$100,000 to $ 124,999",Ontario,High school diploma,Yes,Single,English only,Yes
62,Female,"$50,000 to $74,999",British Columbia,High school diploma,Yes,Single,English only,No
19,Male,"$75,000 to $99,999",British Columbia,Less than high school,No,Has a partner,English only,Yes
54,Female,"$125,000 and more",Ontario,High school diploma,Yes,Has a partner,English only,Yes
80,Female,"$25,000 to $49,999",Newfoundland and Labrador,College or certificate,Yes,Single,English only,No
66,Female,"$125,000 and more",Prince Edward Island,High school diploma,Yes,Has a partner,English only,Yes
55,Female,"$100,000 to $ 124,999",Quebec,Bachelor's degree,Yes,Single,French only,Yes
41,Male,"$50,000 to $74,999",Quebec,High school diploma,Yes,Has a partner,Both English and French,Yes
29,Male,"$50,000 to $74,999",Quebec,Bachelor's degree,Yes,Has a partner,Both English and French,Yes
43,Female,"$125,000 and more",British Columbia,College or certificate,Yes,Has a partner,English only,Yes
39,Female,"$25,000 to $49,999",Prince Edward Island,High school diploma,Yes,Has a partner,English only,Yes
43,Female,"$125,000 and more",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes
76,Male,"$50,000 to $74,999",Nova Scotia,High school diploma,Yes,Has a partner,English only,No
37,Female,"$125,000 and more",Alberta,Bachelor's degree,Yes,Has a partner,Both English and French,Yes
